frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags,tcp.flags.syn,tcp.flags.reset,frame.len,data.len,ip.ttl,tcp.window_size,tcp.ack,http.request.method,http.response.code
"Dec 31, 1969 18:00:04.113813000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.113950000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.114223000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.114359000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.114633000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.114769000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.115042000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.115178000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.115452000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.115588000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.115861000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.115998000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.116271000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.116407000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.116681000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.117086000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.117222000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.117382000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.117518000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.117660000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.117797000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.117885000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.118021000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.118319000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.118455000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.118729000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.118865000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.119138000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.119274000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.119548000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.119684000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.119957000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.120094000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.120367000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.120503000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.120777000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.121137000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.121866000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.122038000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.122135000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.122307000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.122404000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.122577000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.122719000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.122891000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.122961000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.123133000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.123230000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.123403000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.123473000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.123645000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.123769000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.123941000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.124065000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.124238000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.124463000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.124635000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.124873000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.125009000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.125282000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.125418000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.125692000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.125908000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.126044000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.126177000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.126313000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.126511000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.126647000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.126921000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.127057000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.127330000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.127600000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.127736000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.127887000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.128024000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.128166000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.128302000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.128559000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.128695000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.128969000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.129105000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.129378000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.129514000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.129788000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.129924000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.130197000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.130622000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.130759000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.130829000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.130965000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.131008000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.131144000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.131426000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.131562000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.131836000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.131972000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.132245000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.132382000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.132655000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.132970000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.133106000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.133212000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.133349000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.133474000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.133610000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.133884000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.134020000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.134293000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.134430000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.134703000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.134839000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.135113000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.135249000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.135522000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.135658000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.135932000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.136068000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.136341000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.136478000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.136751000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.136887000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.137161000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.137297000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.137570000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.137706000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.137980000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.138116000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.138389000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.138526000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.138799000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.138997000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.139133000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.139248000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.139385000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.139618000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.139754000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.140028000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.140164000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.140437000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.140574000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.140847000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.140983000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.141257000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.141393000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.141666000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.141947000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.142083000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.142234000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.142371000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.142486000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.142622000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.142895000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.143210000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.143444000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.143616000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.143677000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.143850000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.143956000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.144128000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.144171000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.144343000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.144533000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.144706000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.144943000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.145115000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.145353000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.145525000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.145762000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.145934000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.146172000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.146344000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.146581000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.146754000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.146991000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.147127000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.147401000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.147537000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.147810000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.148242000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.148378000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.148484000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.148621000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.148673000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.148809000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.149039000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.149175000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.149449000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.149585000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.149858000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.149994000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.150268000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.150404000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.150677000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.150814000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.151087000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.151223000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.151497000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.151633000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.151906000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.152079000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.152215000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.152357000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.152494000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.152725000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.152862000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.153135000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.153271000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.153545000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.153681000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.153954000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.154377000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.154513000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.154556000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.154693000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.154844000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.154980000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.155183000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.155319000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.155593000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.155729000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.156002000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.156138000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.156412000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.156548000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.156821000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.157010000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.157147000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.157231000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.157367000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.157641000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.157777000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.158050000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.158186000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.158460000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.158596000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.158869000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.159006000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.159279000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.159720000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.159856000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.159998000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.160135000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.160250000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.160386000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.160537000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.160673000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.160917000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.161054000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.161327000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.161463000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.161737000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
"Dec 31, 1969 18:00:04.161873000 CST",,,,,,,,,,,"14",,,,,,
"Dec 31, 1969 18:00:04.162146000 CST","192.168.1.3","192.168.1.4","17",,,"49153","9000",,,,"320","256","64",,,,
